               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.014042,           0.0026753,                   0,             0.99385,             0.99692,             0.99497,             0.82225,            0.014482,           0.0023901,                   0,           0.0060838,           0.0060838,           0.0060838
                 150,            0.013868,           0.0027253,                   0,                   1,             0.99071,               0.995,             0.81867,            0.014599,            0.002399,                   0,           0.0060419,           0.0060419,           0.0060419
                 151,             0.01366,           0.0025845,                   0,                   1,             0.99069,               0.995,             0.82157,            0.014727,           0.0023947,                   0,               0.006,               0.006,               0.006
                 152,            0.013819,            0.002673,                   0,             0.99994,             0.99077,               0.995,             0.82394,            0.014622,           0.0023703,                   0,           0.0059581,           0.0059581,           0.0059581
                 153,            0.013719,           0.0026109,                   0,             0.99386,             0.99687,               0.995,             0.82376,            0.014687,           0.0023712,                   0,           0.0059162,           0.0059162,           0.0059162
                 154,            0.013709,           0.0025163,                   0,             0.99386,             0.99688,             0.99497,             0.82271,            0.014666,            0.002377,                   0,           0.0058744,           0.0058744,           0.0058744
                 155,            0.013754,           0.0025879,                   0,                   1,              0.9934,               0.995,             0.82382,            0.014633,           0.0023828,                   0,           0.0058325,           0.0058325,           0.0058325
                 156,            0.013882,           0.0025952,                   0,             0.99387,             0.99692,             0.99497,              0.8229,            0.014677,           0.0023944,                   0,           0.0057907,           0.0057907,           0.0057907
                 157,            0.013631,           0.0026228,                   0,             0.99386,             0.99692,             0.99497,             0.82407,             0.01468,           0.0023878,                   0,           0.0057488,           0.0057488,           0.0057488
                 158,            0.013776,           0.0026176,                   0,             0.99386,             0.99692,             0.99488,             0.82422,            0.014689,            0.002393,                   0,            0.005707,            0.005707,            0.005707
                 159,            0.013699,           0.0026114,                   0,             0.99386,             0.99692,             0.99497,             0.82222,            0.014614,            0.002391,                   0,           0.0056653,           0.0056653,           0.0056653
                 160,            0.013518,           0.0025822,                   0,             0.99385,             0.99692,             0.99494,             0.82327,            0.014546,           0.0023806,                   0,           0.0056236,           0.0056236,           0.0056236
                 161,            0.013594,           0.0025224,                   0,             0.99385,             0.99692,             0.99497,             0.82637,            0.014435,           0.0023652,                   0,           0.0055819,           0.0055819,           0.0055819
                 162,            0.013396,           0.0025378,                   0,             0.99386,             0.99692,             0.99497,             0.82792,            0.014379,           0.0023654,                   0,           0.0055403,           0.0055403,           0.0055403
                 163,            0.013363,           0.0026055,                   0,             0.99385,             0.99692,               0.995,             0.82734,             0.01434,           0.0023614,                   0,           0.0054987,           0.0054987,           0.0054987
                 164,            0.013527,           0.0025864,                   0,             0.99386,             0.99692,               0.995,             0.82493,            0.014413,           0.0023536,                   0,           0.0054571,           0.0054571,           0.0054571
                 165,            0.013433,           0.0025079,                   0,             0.99386,              0.9969,               0.995,             0.82475,            0.014465,           0.0023547,                   0,           0.0054157,           0.0054157,           0.0054157
                 166,            0.013431,           0.0026099,                   0,             0.99386,             0.99685,             0.99497,             0.82532,            0.014576,           0.0023635,                   0,           0.0053743,           0.0053743,           0.0053743
                 167,            0.013195,           0.0025477,                   0,             0.99383,             0.99692,             0.99494,              0.8243,            0.014607,           0.0023702,                   0,           0.0053329,           0.0053329,           0.0053329
                 168,            0.013491,           0.0026582,                   0,             0.99386,              0.9969,             0.99491,             0.82537,            0.014646,           0.0023783,                   0,           0.0052917,           0.0052917,           0.0052917
                 169,            0.013262,           0.0025884,                   0,             0.99385,             0.99692,             0.99491,             0.82617,            0.014663,           0.0023817,                   0,           0.0052505,           0.0052505,           0.0052505
                 170,            0.013333,             0.00255,                   0,             0.99386,             0.99692,             0.99491,             0.82521,            0.014688,           0.0023827,                   0,           0.0052094,           0.0052094,           0.0052094
                 171,            0.013276,           0.0025704,                   0,             0.99082,             0.99692,             0.99488,             0.82516,            0.014729,           0.0023909,                   0,           0.0051684,           0.0051684,           0.0051684
                 172,            0.013192,           0.0025495,                   0,             0.99386,             0.99692,             0.99491,             0.82354,            0.014693,           0.0023822,                   0,           0.0051274,           0.0051274,           0.0051274
                 173,            0.013347,           0.0025285,                   0,             0.99386,             0.99692,             0.99494,             0.82171,            0.014694,           0.0023804,                   0,           0.0050866,           0.0050866,           0.0050866
                 174,             0.01327,           0.0025347,                   0,             0.99386,             0.99692,             0.99491,             0.82319,            0.014685,           0.0023724,                   0,           0.0050459,           0.0050459,           0.0050459
                 175,             0.01317,           0.0025207,                   0,             0.99384,             0.99692,             0.99494,             0.82572,            0.014663,            0.002369,                   0,           0.0050052,           0.0050052,           0.0050052
                 176,            0.013147,           0.0025249,                   0,             0.99386,             0.99689,             0.99488,             0.82441,            0.014681,           0.0023672,                   0,           0.0049647,           0.0049647,           0.0049647
                 177,            0.013207,             0.00258,                   0,             0.99385,             0.99692,             0.99485,              0.8268,            0.014672,           0.0023618,                   0,           0.0049243,           0.0049243,           0.0049243
                 178,            0.013015,           0.0024877,                   0,             0.99385,             0.99692,             0.99481,             0.82375,            0.014703,           0.0023629,                   0,            0.004884,            0.004884,            0.004884
                 179,             0.01301,           0.0025024,                   0,             0.99385,             0.99692,             0.99478,             0.82484,            0.014695,           0.0023615,                   0,           0.0048439,           0.0048439,           0.0048439
                 180,             0.01312,           0.0025382,                   0,             0.99386,             0.99692,             0.99481,             0.82605,            0.014679,           0.0023618,                   0,           0.0048038,           0.0048038,           0.0048038
                 181,            0.012818,           0.0025543,                   0,             0.99386,             0.99692,             0.99481,              0.8246,            0.014616,           0.0023519,                   0,           0.0047639,           0.0047639,           0.0047639
                 182,            0.012929,           0.0025594,                   0,             0.99386,             0.99692,             0.99481,             0.82531,            0.014634,           0.0023469,                   0,           0.0047242,           0.0047242,           0.0047242
                 183,            0.012998,           0.0025538,                   0,             0.99386,             0.99692,             0.99481,             0.82459,            0.014619,           0.0023411,                   0,           0.0046845,           0.0046845,           0.0046845
                 184,            0.012781,           0.0025267,                   0,             0.99386,             0.99692,             0.99488,             0.82578,            0.014598,           0.0023343,                   0,            0.004645,            0.004645,            0.004645
                 185,            0.012906,           0.0025181,                   0,             0.99386,             0.99692,             0.99488,             0.82433,            0.014577,           0.0023352,                   0,           0.0046057,           0.0046057,           0.0046057
                 186,            0.012708,           0.0024717,                   0,             0.99386,             0.99692,             0.99494,             0.82435,            0.014514,           0.0023263,                   0,           0.0045665,           0.0045665,           0.0045665
                 187,            0.012804,           0.0024373,                   0,             0.99386,             0.99692,             0.99488,             0.82444,             0.01448,           0.0023236,                   0,           0.0045275,           0.0045275,           0.0045275
                 188,            0.012759,           0.0024206,                   0,             0.99385,             0.99692,             0.99485,             0.82216,            0.014483,           0.0023292,                   0,           0.0044886,           0.0044886,           0.0044886
                 189,            0.012873,           0.0024497,                   0,             0.99386,             0.99691,             0.99481,             0.82307,            0.014497,           0.0023336,                   0,           0.0044499,           0.0044499,           0.0044499
                 190,            0.012679,           0.0024836,                   0,             0.99386,             0.99692,             0.99478,             0.82364,            0.014468,           0.0023346,                   0,           0.0044114,           0.0044114,           0.0044114
                 191,            0.012844,           0.0024255,                   0,             0.99385,             0.99692,             0.99478,             0.82424,            0.014484,           0.0023399,                   0,           0.0043731,           0.0043731,           0.0043731
                 192,            0.012665,           0.0024964,                   0,             0.99385,             0.99692,             0.99475,              0.8259,            0.014457,             0.00234,                   0,           0.0043349,           0.0043349,           0.0043349
                 193,            0.012668,           0.0024465,                   0,             0.99386,             0.99692,             0.99475,             0.82571,            0.014455,           0.0023402,                   0,           0.0042969,           0.0042969,           0.0042969
                 194,            0.012739,           0.0024652,                   0,             0.99387,             0.99692,             0.99475,             0.82549,            0.014446,           0.0023383,                   0,           0.0042591,           0.0042591,           0.0042591
                 195,            0.012856,           0.0023988,                   0,             0.99384,             0.99692,             0.99478,             0.82331,            0.014439,           0.0023351,                   0,           0.0042215,           0.0042215,           0.0042215
                 196,             0.01249,           0.0024518,                   0,             0.99386,             0.99692,             0.99475,             0.82336,            0.014427,           0.0023307,                   0,            0.004184,            0.004184,            0.004184
                 197,            0.012557,           0.0024263,                   0,             0.99692,             0.99691,             0.99469,             0.82508,            0.014405,            0.002327,                   0,           0.0041468,           0.0041468,           0.0041468
                 198,            0.012646,           0.0024627,                   0,             0.99692,             0.99691,             0.99475,             0.82488,            0.014386,           0.0023203,                   0,           0.0041098,           0.0041098,           0.0041098
                 199,            0.012517,           0.0025112,                   0,             0.99692,             0.99692,             0.99475,             0.82557,            0.014374,           0.0023143,                   0,            0.004073,            0.004073,            0.004073
                 200,            0.012323,           0.0023977,                   0,             0.99692,             0.99691,             0.99475,             0.82686,            0.014352,           0.0023123,                   0,           0.0040364,           0.0040364,           0.0040364
                 201,            0.012443,           0.0024096,                   0,             0.99692,              0.9969,             0.99475,             0.82696,            0.014361,           0.0023137,                   0,               0.004,               0.004,               0.004
                 202,            0.012378,           0.0024395,                   0,             0.99691,             0.99692,             0.99472,             0.82923,            0.014366,           0.0023148,                   0,           0.0039638,           0.0039638,           0.0039638
                 203,            0.012621,           0.0024336,                   0,             0.99692,             0.99692,             0.99472,              0.8278,            0.014351,           0.0023143,                   0,           0.0039279,           0.0039279,           0.0039279
                 204,            0.012385,           0.0024894,                   0,             0.99692,             0.99692,             0.99475,             0.82777,            0.014339,           0.0023143,                   0,           0.0038922,           0.0038922,           0.0038922
                 205,            0.012508,           0.0024265,                   0,             0.99691,             0.99692,             0.99478,             0.82764,            0.014342,            0.002316,                   0,           0.0038567,           0.0038567,           0.0038567
                 206,            0.012238,           0.0024241,                   0,             0.99692,             0.99692,             0.99478,             0.82869,            0.014335,           0.0023156,                   0,           0.0038214,           0.0038214,           0.0038214
                 207,            0.012387,           0.0024379,                   0,             0.99691,             0.99692,             0.99482,             0.82956,            0.014329,           0.0023165,                   0,           0.0037864,           0.0037864,           0.0037864
                 208,             0.01225,           0.0023951,                   0,             0.99692,             0.99692,             0.99485,             0.82759,            0.014317,           0.0023172,                   0,           0.0037517,           0.0037517,           0.0037517
                 209,            0.012296,           0.0023356,                   0,             0.99692,             0.99692,             0.99485,             0.82858,            0.014328,           0.0023193,                   0,           0.0037171,           0.0037171,           0.0037171
                 210,             0.01239,           0.0023844,                   0,             0.99691,             0.99692,             0.99488,             0.82654,            0.014329,            0.002319,                   0,           0.0036829,           0.0036829,           0.0036829
                 211,            0.012287,           0.0023696,                   0,             0.99692,             0.99692,             0.99491,             0.82781,            0.014332,           0.0023166,                   0,           0.0036489,           0.0036489,           0.0036489
                 212,            0.012203,           0.0023931,                   0,             0.99692,             0.99692,             0.99491,             0.82816,            0.014335,           0.0023157,                   0,           0.0036151,           0.0036151,           0.0036151
                 213,            0.012161,           0.0023347,                   0,             0.99692,             0.99692,             0.99491,             0.82812,            0.014332,            0.002316,                   0,           0.0035816,           0.0035816,           0.0035816
                 214,            0.012235,           0.0023648,                   0,             0.99692,             0.99692,             0.99491,             0.82695,             0.01435,           0.0023189,                   0,           0.0035484,           0.0035484,           0.0035484
                 215,            0.012181,           0.0023977,                   0,             0.99692,             0.99692,             0.99491,             0.82618,            0.014351,           0.0023198,                   0,           0.0035154,           0.0035154,           0.0035154
                 216,            0.012218,           0.0023738,                   0,             0.99691,             0.99692,             0.99494,             0.82686,            0.014345,           0.0023199,                   0,           0.0034827,           0.0034827,           0.0034827
                 217,            0.011991,           0.0023643,                   0,             0.99692,             0.99692,             0.99494,              0.8281,            0.014355,           0.0023207,                   0,           0.0034503,           0.0034503,           0.0034503
                 218,            0.012109,           0.0022699,                   0,             0.99692,             0.99692,             0.99494,             0.82932,            0.014363,           0.0023231,                   0,           0.0034182,           0.0034182,           0.0034182
                 219,            0.011963,           0.0023584,                   0,             0.99691,             0.99692,             0.99497,             0.82877,             0.01436,           0.0023256,                   0,           0.0033863,           0.0033863,           0.0033863
                 220,            0.012014,           0.0023375,                   0,             0.99692,             0.99692,             0.99497,             0.83069,            0.014358,           0.0023255,                   0,           0.0033548,           0.0033548,           0.0033548
                 221,            0.011906,           0.0023453,                   0,             0.99691,             0.99692,               0.995,             0.83202,            0.014354,           0.0023235,                   0,           0.0033235,           0.0033235,           0.0033235
                 222,             0.01207,           0.0023594,                   0,             0.99692,             0.99692,               0.995,             0.83317,             0.01434,           0.0023223,                   0,           0.0032925,           0.0032925,           0.0032925
                 223,            0.012231,           0.0023959,                   0,             0.99691,             0.99692,               0.995,             0.83346,            0.014324,           0.0023224,                   0,           0.0032618,           0.0032618,           0.0032618
                 224,             0.01193,            0.002329,                   0,             0.99692,             0.99691,               0.995,             0.83479,            0.014319,           0.0023218,                   0,           0.0032314,           0.0032314,           0.0032314
                 225,            0.012024,            0.002404,                   0,             0.99691,             0.99692,               0.995,             0.83246,             0.01431,           0.0023218,                   0,           0.0032013,           0.0032013,           0.0032013
                 226,            0.012022,           0.0023906,                   0,             0.99691,             0.99692,               0.995,             0.83226,            0.014308,           0.0023222,                   0,           0.0031716,           0.0031716,           0.0031716
                 227,            0.011961,           0.0023739,                   0,             0.99691,             0.99692,               0.995,             0.83372,             0.01431,           0.0023225,                   0,           0.0031421,           0.0031421,           0.0031421
                 228,            0.011846,           0.0023559,                   0,             0.99692,             0.99692,               0.995,             0.83351,            0.014305,           0.0023232,                   0,            0.003113,            0.003113,            0.003113
                 229,            0.011782,           0.0023388,                   0,              0.9969,             0.99692,               0.995,             0.83493,            0.014306,            0.002324,                   0,           0.0030841,           0.0030841,           0.0030841
                 230,            0.011771,           0.0023249,                   0,              0.9969,             0.99692,             0.99497,              0.8341,            0.014294,           0.0023236,                   0,           0.0030556,           0.0030556,           0.0030556
                 231,            0.011824,           0.0022671,                   0,             0.99692,              0.9969,             0.99497,             0.83368,            0.014286,           0.0023241,                   0,           0.0030274,           0.0030274,           0.0030274
                 232,             0.01174,           0.0022639,                   0,             0.99692,             0.99691,             0.99497,             0.83434,            0.014271,           0.0023228,                   0,           0.0029996,           0.0029996,           0.0029996
                 233,            0.011747,           0.0022891,                   0,             0.99691,             0.99692,             0.99497,              0.8342,            0.014255,           0.0023211,                   0,            0.002972,            0.002972,            0.002972
                 234,            0.011949,           0.0023323,                   0,             0.99691,             0.99692,             0.99497,             0.83591,            0.014245,           0.0023202,                   0,           0.0029448,           0.0029448,           0.0029448
                 235,            0.011652,           0.0022641,                   0,             0.99691,             0.99692,             0.99497,             0.83469,            0.014239,           0.0023195,                   0,           0.0029179,           0.0029179,           0.0029179
                 236,            0.011665,           0.0023018,                   0,             0.99692,             0.99692,             0.99497,             0.83494,            0.014236,           0.0023194,                   0,           0.0028914,           0.0028914,           0.0028914
                 237,            0.011499,           0.0022816,                   0,             0.99692,             0.99692,             0.99497,              0.8345,            0.014222,           0.0023185,                   0,           0.0028652,           0.0028652,           0.0028652
                 238,             0.01159,           0.0022469,                   0,             0.99692,             0.99691,             0.99497,             0.83435,             0.01421,            0.002317,                   0,           0.0028394,           0.0028394,           0.0028394
                 239,            0.011543,           0.0022526,                   0,             0.99691,             0.99692,             0.99497,             0.83587,            0.014205,           0.0023157,                   0,           0.0028139,           0.0028139,           0.0028139
                 240,            0.011726,           0.0022663,                   0,             0.99692,             0.99691,             0.99497,             0.83567,            0.014195,           0.0023149,                   0,           0.0027887,           0.0027887,           0.0027887
                 241,            0.011625,           0.0023408,                   0,             0.99692,              0.9969,             0.99497,             0.83652,            0.014195,           0.0023142,                   0,           0.0027639,           0.0027639,           0.0027639
                 242,            0.011546,           0.0022588,                   0,             0.99691,             0.99692,             0.99497,             0.83645,            0.014189,           0.0023135,                   0,           0.0027395,           0.0027395,           0.0027395
                 243,            0.011422,           0.0022461,                   0,             0.99691,             0.99692,             0.99497,             0.83508,            0.014184,           0.0023134,                   0,           0.0027154,           0.0027154,           0.0027154
                 244,            0.011641,           0.0023732,                   0,             0.99692,              0.9969,             0.99497,             0.83622,            0.014182,           0.0023128,                   0,           0.0026917,           0.0026917,           0.0026917
                 245,            0.011401,           0.0022203,                   0,             0.99692,              0.9969,             0.99497,             0.83539,            0.014181,            0.002312,                   0,           0.0026683,           0.0026683,           0.0026683
                 246,            0.011603,           0.0022292,                   0,             0.99692,              0.9969,             0.99497,             0.83549,            0.014175,           0.0023119,                   0,           0.0026453,           0.0026453,           0.0026453
                 247,            0.011408,           0.0022744,                   0,             0.99692,             0.99692,               0.995,             0.83635,            0.014173,           0.0023115,                   0,           0.0026227,           0.0026227,           0.0026227
                 248,            0.011406,           0.0022281,                   0,             0.99692,             0.99692,               0.995,             0.83638,            0.014169,           0.0023113,                   0,           0.0026004,           0.0026004,           0.0026004
                 249,            0.011462,           0.0022178,                   0,             0.99692,             0.99692,             0.99497,             0.83657,            0.014164,           0.0023112,                   0,           0.0025785,           0.0025785,           0.0025785
                 250,            0.011414,           0.0023043,                   0,             0.99692,             0.99692,               0.995,             0.83641,            0.014159,           0.0023111,                   0,            0.002557,            0.002557,            0.002557
                 251,            0.011499,           0.0022027,                   0,              0.9969,             0.99692,               0.995,             0.83653,            0.014149,           0.0023114,                   0,           0.0025359,           0.0025359,           0.0025359
                 252,            0.011357,           0.0022831,                   0,             0.99692,             0.99692,               0.995,             0.83679,            0.014144,            0.002311,                   0,           0.0025151,           0.0025151,           0.0025151
                 253,            0.011285,           0.0022634,                   0,             0.99689,             0.99692,             0.99497,             0.83498,            0.014134,           0.0023103,                   0,           0.0024948,           0.0024948,           0.0024948
                 254,            0.011299,           0.0022036,                   0,             0.99689,             0.99692,             0.99497,             0.83493,            0.014128,           0.0023102,                   0,           0.0024748,           0.0024748,           0.0024748
                 255,            0.011471,           0.0022253,                   0,             0.99692,             0.99692,             0.99497,             0.83539,            0.014118,           0.0023099,                   0,           0.0024552,           0.0024552,           0.0024552
                 256,            0.011298,           0.0021885,                   0,              0.9969,             0.99692,             0.99497,             0.83581,            0.014101,           0.0023083,                   0,            0.002436,            0.002436,            0.002436
                 257,            0.011318,           0.0022315,                   0,             0.99692,             0.99692,             0.99497,             0.83645,            0.014095,           0.0023088,                   0,           0.0024172,           0.0024172,           0.0024172
                 258,            0.011181,           0.0022636,                   0,             0.99692,             0.99692,               0.995,             0.83613,            0.014092,           0.0023084,                   0,           0.0023987,           0.0023987,           0.0023987
                 259,            0.011327,           0.0022041,                   0,             0.99692,             0.99692,               0.995,             0.83693,            0.014088,            0.002308,                   0,           0.0023807,           0.0023807,           0.0023807
                 260,            0.011179,           0.0022862,                   0,             0.99692,             0.99692,               0.995,             0.83669,            0.014084,           0.0023082,                   0,           0.0023631,           0.0023631,           0.0023631
                 261,            0.011201,            0.002155,                   0,             0.99691,             0.99692,               0.995,              0.8358,            0.014076,           0.0023081,                   0,           0.0023458,           0.0023458,           0.0023458
                 262,            0.011223,           0.0022116,                   0,             0.99692,             0.99692,               0.995,             0.83571,            0.014071,           0.0023075,                   0,            0.002329,            0.002329,            0.002329
                 263,            0.010949,           0.0021651,                   0,              0.9969,             0.99692,               0.995,             0.83735,            0.014067,            0.002307,                   0,           0.0023125,           0.0023125,           0.0023125
                 264,            0.011333,           0.0022191,                   0,             0.99692,             0.99692,               0.995,             0.83728,            0.014057,           0.0023068,                   0,           0.0022965,           0.0022965,           0.0022965
                 265,            0.011255,           0.0021472,                   0,              0.9969,             0.99692,               0.995,             0.83779,            0.014048,           0.0023061,                   0,           0.0022809,           0.0022809,           0.0022809
                 266,            0.011005,           0.0022084,                   0,             0.99691,             0.99692,               0.995,             0.83833,            0.014039,           0.0023059,                   0,           0.0022657,           0.0022657,           0.0022657
                 267,            0.011241,           0.0022242,                   0,             0.99692,             0.99691,               0.995,             0.83835,            0.014029,            0.002305,                   0,           0.0022509,           0.0022509,           0.0022509
                 268,             0.01101,           0.0021371,                   0,             0.99692,              0.9969,               0.995,             0.83888,            0.014023,           0.0023043,                   0,           0.0022365,           0.0022365,           0.0022365
                 269,            0.011217,           0.0022123,                   0,             0.99691,             0.99692,               0.995,             0.83833,            0.014016,           0.0023027,                   0,           0.0022225,           0.0022225,           0.0022225
                 270,            0.011032,           0.0021668,                   0,             0.99692,              0.9969,               0.995,             0.83866,             0.01401,           0.0023016,                   0,           0.0022089,           0.0022089,           0.0022089
                 271,            0.011036,           0.0021836,                   0,             0.99692,              0.9969,               0.995,             0.83866,            0.014002,           0.0023007,                   0,           0.0021958,           0.0021958,           0.0021958
                 272,            0.011238,           0.0021664,                   0,             0.99691,             0.99692,               0.995,             0.83852,            0.013996,           0.0022997,                   0,            0.002183,            0.002183,            0.002183
                 273,            0.010883,           0.0020897,                   0,             0.99689,             0.99692,               0.995,             0.83838,             0.01399,           0.0022986,                   0,           0.0021707,           0.0021707,           0.0021707
                 274,            0.010992,           0.0021932,                   0,              0.9969,             0.99692,               0.995,             0.83875,            0.013986,           0.0022983,                   0,           0.0021588,           0.0021588,           0.0021588
                 275,            0.011059,           0.0022007,                   0,             0.99692,             0.99692,               0.995,             0.83785,            0.013986,            0.002298,                   0,           0.0021473,           0.0021473,           0.0021473
                 276,            0.011055,           0.0022029,                   0,              0.9969,             0.99692,               0.995,             0.83874,            0.013984,           0.0022977,                   0,           0.0021363,           0.0021363,           0.0021363
                 277,            0.011122,           0.0022017,                   0,              0.9969,             0.99692,               0.995,             0.83872,             0.01398,           0.0022969,                   0,           0.0021257,           0.0021257,           0.0021257
                 278,            0.011068,           0.0022192,                   0,              0.9969,             0.99692,               0.995,              0.8388,            0.013977,           0.0022958,                   0,           0.0021155,           0.0021155,           0.0021155
                 279,            0.010996,           0.0022712,                   0,             0.99692,             0.99692,               0.995,             0.83877,            0.013972,           0.0022949,                   0,           0.0021057,           0.0021057,           0.0021057
                 280,            0.010936,           0.0021437,                   0,              0.9969,             0.99692,               0.995,             0.83869,            0.013967,           0.0022944,                   0,           0.0020963,           0.0020963,           0.0020963
                 281,            0.010962,           0.0022498,                   0,             0.99689,             0.99692,               0.995,             0.83944,            0.013968,           0.0022944,                   0,           0.0020874,           0.0020874,           0.0020874
                 282,            0.011054,           0.0022863,                   0,             0.99689,             0.99692,               0.995,             0.83985,            0.013968,           0.0022942,                   0,           0.0020789,           0.0020789,           0.0020789
                 283,            0.010934,           0.0021535,                   0,             0.99692,             0.99692,               0.995,             0.84011,            0.013965,           0.0022941,                   0,           0.0020709,           0.0020709,           0.0020709
                 284,            0.010876,           0.0021474,                   0,             0.99692,             0.99692,               0.995,              0.8405,            0.013964,           0.0022943,                   0,           0.0020632,           0.0020632,           0.0020632
                 285,            0.011001,           0.0021385,                   0,                   1,             0.99385,               0.995,             0.84036,            0.013963,           0.0022941,                   0,            0.002056,            0.002056,            0.002056
                 286,            0.010785,           0.0022287,                   0,             0.99692,             0.99692,               0.995,             0.83996,            0.013966,           0.0022939,                   0,           0.0020492,           0.0020492,           0.0020492
                 287,            0.010824,           0.0021681,                   0,             0.99692,             0.99692,               0.995,              0.8381,            0.013969,            0.002294,                   0,           0.0020429,           0.0020429,           0.0020429
                 288,            0.010882,           0.0021729,                   0,             0.99692,             0.99692,               0.995,             0.83787,            0.013968,           0.0022937,                   0,            0.002037,            0.002037,            0.002037
                 289,            0.010864,           0.0021494,                   0,             0.99692,             0.99692,               0.995,             0.83883,            0.013973,           0.0022943,                   0,           0.0020315,           0.0020315,           0.0020315
                 290,            0.010821,           0.0022009,                   0,             0.99692,             0.99692,               0.995,             0.83971,            0.013972,           0.0022942,                   0,           0.0020265,           0.0020265,           0.0020265
                 291,            0.010772,           0.0021083,                   0,              0.9969,             0.99692,               0.995,             0.83901,            0.013972,           0.0022943,                   0,           0.0020219,           0.0020219,           0.0020219
                 292,            0.010831,           0.0021424,                   0,              0.9969,             0.99692,               0.995,             0.83853,            0.013973,           0.0022949,                   0,           0.0020178,           0.0020178,           0.0020178
                 293,             0.01055,           0.0021941,                   0,              0.9969,             0.99692,               0.995,             0.83892,            0.013975,           0.0022954,                   0,            0.002014,            0.002014,            0.002014
                 294,            0.010664,           0.0021219,                   0,              0.9969,             0.99692,               0.995,             0.83917,            0.013973,           0.0022953,                   0,           0.0020107,           0.0020107,           0.0020107
                 295,            0.010819,            0.002153,                   0,              0.9969,             0.99692,               0.995,              0.8387,            0.013977,           0.0022962,                   0,           0.0020079,           0.0020079,           0.0020079
                 296,            0.010762,           0.0021665,                   0,              0.9969,             0.99692,               0.995,             0.83911,            0.013978,           0.0022965,                   0,           0.0020055,           0.0020055,           0.0020055
                 297,            0.010799,           0.0021486,                   0,             0.99692,             0.99692,               0.995,             0.83914,             0.01398,            0.002297,                   0,           0.0020035,           0.0020035,           0.0020035
                 298,            0.010813,           0.0022038,                   0,             0.99692,             0.99692,               0.995,             0.83959,            0.013979,            0.002297,                   0,            0.002002,            0.002002,            0.002002
                 299,            0.010741,           0.0021884,                   0,             0.99692,             0.99692,               0.995,             0.83907,            0.013975,           0.0022971,                   0,           0.0020009,           0.0020009,           0.0020009
